,Text,Text_unigram,Text_tfidf,word_count,unigram_count,unique_word_count,unique_unigram_count,stopword_count,mean_word_length,mean_unigram_length,char_count,punctuation_count,number_count,Sentiment
  (0, 831)	0.38254385551788156
  (0, 497)	0.3667232519794525
  (0, 224)	0.2668304502205937
  (0, 1080)	0.2822057609683883
  (0, 840)	0.32860476011807027
  (0, 288)	0.3566967771214135
  (0, 256)	0.24064906465980843
  (0, 1164)	0.23847082510195192
  (0, 643)	0.22298493567759936
  (0, 128)	0.15805837678694015",27,18,26,17,11,3.888888888888889,4.0,133,3,0,1
4540,SXC - breaking above key downward channel level. ikely to move much higher from here.  ,"['sxc', '-', 'breaking', 'key', 'downward', 'channel', 'level', '.', 'ikely', 'move', 'much', 'higher', '.']","  (0, 623)	0.43002453030968474
  (0, 725)	0.31313078268273625
  (0, 243)	0.37444409808603935
  (0, 641)	0.3684400591747868
  (0, 563)	0.31779529151185215
  (0, 731)	0.39389924155432937
  (0, 287)	0.43002453030968474",15,13,15,12,3,4.733333333333333,4.3076923076923075,87,3,0,1
4541,The Dow has rallied 6% today as investors react to early signs that lockdowns in the U.S. and Europe may be helpingâ€¦ https://t.co/W7UUwREpdJ,"['dow', 'rallied', '6', '%', 'today', 'investor', 'react', 'early', 'sign', 'lockdown', '.', '.', 'europe', 'may', 'helpingâ', '€', '¦', 'https://t.co/w7uuwrepdj']","  (0, 655)	0.3434911031757708
  (0, 578)	0.1769166121442618
  (0, 577)	0.1766704740050339
  (0, 433)	0.389299426798266
  (0, 392)	0.3858748259631704
  (0, 303)	0.17545561828877965
  (0, 603)	0.3127830202784228
  (0, 999)	0.37669435695567505
  (0, 403)	0.34508243695889335
  (0, 696)	0.2875000390440401
  (0, 1092)	0.21631875071317055",23,18,23,17,9,5.217391304347826,5.055555555555555,142,8,0,-1
4542,"ed Weekly Triangle on DVAX,...Open ong at 2.95  ","['ed', 'weekly', 'triangle', 'on', 'dvax', ',', '...', 'open', 'ong', '2.95']","  (0, 400)	0.3304243864335003
  (0, 808)	0.3502027013535289
  (0, 416)	0.3055066565129061
  (0, 415)	0.3055066565129061
  (0, 410)	0.265590030008877
  (0, 1182)	0.2608106116722833
  (0, 1114)	0.23911913677715088
  (0, 1181)	0.2588974516971794
  (0, 122)	0.2939757711108807
  (0, 1113)	0.22732564333000166
  (0, 1178)	0.23106665772472929
  (0, 807)	0.24302356615408427
  (0, 800)	0.22446479791894003
  (0, 783)	0.1334453654469269",8,10,8,10,2,4.875,3.7,48,5,0,1
4543,"Sensex, Nifty Plunge 13% After A Day's Breather Amid Coronavirus Fears
https://t.co/yK4bK5uWlK","['sensex', ',', 'nifty', 'plunge', '13', '%', ""day's"", 'breather', 'amid', 'coronavirus', 'fear', 'https://t.co/yk4bk5uwlk']","  (0, 459)	0.32862445106301114
  (0, 458)	0.32862445106301114
  (0, 323)	0.32496059879759487
  (0, 970)	0.25059179398216047
  (0, 756)	0.22477837221378122
  (0, 968)	0.22099326499744393
  (0, 168)	0.2712808332174982
  (0, 167)	0.23440437478748577
  (0, 321)	0.20492193441991435
  (0, 578)	0.14335864274822857
  (0, 577)	0.14315919268449168
  (0, 457)	0.30300875624228485
  (0, 852)	0.3184103412489087
  (0, 303)	0.14217477372854243
  (0, 15)	0.2472491621030906
  (0, 364)	0.1735792062394148",12,12,12,12,2,6.916666666666667,6.333333333333333,94,8,0,-1
4544,GOOG  ?Qu? esperas para caer de una vez?,"['goog', '?', 'qu', '?', 'esperas', 'para', 'caer', 'de', 'una', 'vez', '?']","  (0, 368)	0.8098277145280208
  (0, 523)	0.5866677703626835",8,11,8,9,0,4.0,2.909090909090909,40,3,0,-1
4545,"Government Raises Insolvency Threshold To Rs 1 Crore To Help Small Firms
https://t.co/RE4sTuCoWt","['government', 'raise', 'insolvency', 'threshold', 'r', '1', 'crore', 'help', 'small', 'firm', 'https://t.co/re4stucowt']","  (0, 344)	0.387206951303156
  (0, 578)	0.18814984249175604
  (0, 577)	0.18788807593650922
  (0, 525)	0.37052813328082806
  (0, 476)	0.40694194132898726
  (0, 559)	0.39221612892435737
  (0, 303)	0.18659608357415797
  (0, 901)	0.4103757518672286
  (0, 1009)	0.34556590612258614",13,11,12,11,2,6.461538461538462,7.0,96,5,1,1
4546,FS squeezing,"['f', 'squeezing']",,2,2,2,2,0,5.5,5.0,12,0,0,1
4547,EVI buying in new nano cap folio.,"['evi', 'buying', 'new', 'nano', 'cap', 'folio', '.']","  (0, 269)	0.7019490691845338
  (0, 259)	0.5491994045419397
  (0, 742)	0.45348375750598313",7,7,7,7,1,3.857142857142857,3.5714285714285716,33,1,0,1
4548,AAP & GOOG it is all Skynet trading right now lockstep 3 Pm it will get exciting again,"['aap', '&', 'goog', 'skynet', 'trading', 'right', 'lockstep', '3', 'pm', 'get', 'exciting']","  (0, 933)	0.38380649897348296
  (0, 1106)	0.38596380902846905
  (0, 853)	0.47489538944544696
  (0, 132)	0.4789025969294297
  (0, 505)	0.33847337930557414
  (0, 523)	0.30608143860643
  (0, 128)	0.2014971603912621",18,11,17,11,7,3.8333333333333335,4.363636363636363,86,1,1,1
4549,"I am short 4,750 ATB and outright short 5,000  38.30 AIG , failed at trend line, stop at 38.40  ","['short', '4,750', 'atb', 'outright', 'short', '5,000', '38.30', 'aig', ',', 'failed', 'trend', 'line', ',', 'stop', '38.40']","  (0, 1)	0.27147243129177817
  (0, 53)	0.5480485177086343
  (0, 154)	0.30767627142686255
  (0, 449)	0.30767627142686255
  (0, 1045)	0.1908638372269729
  (0, 56)	0.25174688400043466
  (0, 42)	0.22001125267210753
  (0, 1111)	0.28957435135932036
  (0, 648)	0.2254167561176354
  (0, 1110)	0.23364496393289247
  (0, 987)	0.31488049788034356",19,15,17,13,5,3.9473684210526314,4.333333333333333,96,6,0,-1
4550,"FE - looks like it fired a sell signal Friday, may trade this short on tick below Friday low - have to do more work on utilities later...","['fe', '-', 'look', 'like', 'fired', 'sell', 'signal', 'friday', ',', 'may', 'trade', 'short', 'on', 'tick', 'friday', 'low', '-', 'work', 'on', 'utility', 'later', '...']","  (0, 988)	0.30805316572144825
  (0, 633)	0.30805316572144825
  (0, 1194)	0.27463340955087967
  (0, 962)	0.22408854176510817
  (0, 665)	0.25223376299498973
  (0, 1000)	0.2666386296461522
  (0, 663)	0.19369411530449082
  (0, 673)	0.21276178832509485
  (0, 696)	0.22317496938105694
  (0, 487)	0.5137076196809833
  (0, 643)	0.17780082312607326
  (0, 987)	0.15463688901594874
  (0, 1101)	0.2006850037647589
  (0, 783)	0.23991985064917543",28,22,26,19,10,3.9285714285714284,3.772727272727273,137,6,0,-1
4551,VHC looks ready to go...really tight range last few days  ,"['vhc', 'look', 'ready', 'go', '...', 'really', 'tight', 'range', 'last', 'day']","  (0, 1140)	0.4288477800480613
  (0, 903)	0.3702592118308133
  (0, 1088)	0.3874435287493452
  (0, 630)	0.29489606466233853
  (0, 663)	0.26385626442206384
  (0, 364)	0.22651709882660107
  (0, 515)	0.2737493436529369
  (0, 909)	0.35999395876032925
  (0, 911)	0.3412580297212976",10,10,10,10,2,4.7,4.0,58,3,0,1
4552,Sizemore on Fox: Cashing in on the Echo Boomers - Sizemore Insights  ABT MJN BBBY KMB,"['sizemore', 'on', 'fox', ':', 'cashing', 'on', 'echo', 'boomer', '-', 'sizemore', 'insight', 'mjn', 'bbby', 'kmb']","  (0, 783)	1.0",16,14,14,12,4,4.3125,4.214285714285714,85,2,0,1
4553,AAP - took down short exposure by 2/3,"['aap', '-', 'took', 'short', 'exposure', '2/3']","  (0, 1098)	0.8090770158893783
  (0, 987)	0.45556421163777544
  (0, 128)	0.3712891480159243",8,6,8,6,2,3.75,4.0,37,2,0,-1
4554,"ANTH +13% in PreM. HODING ONG. Average TP 2,6. Huge institutional and insiders bought in previuos week.","['anth', '+', '13', '%', 'prem', '.', 'hoding', 'ong', '.', 'average', 'tp', '2,6', '.', 'huge', 'institutional', 'insider', 'bought', 'previuos', 'week', '.']","  (0, 236)	0.4269579940957156
  (0, 192)	0.4234053138583518
  (0, 579)	0.4634083219045353
  (0, 1176)	0.34762869743620595
  (0, 15)	0.4189082112434598
  (0, 800)	0.35687215909273134",17,20,16,17,3,5.117647058823529,3.95,103,7,0,1
4555,"CEG ooking to Add to, soon.","['ceg', 'ooking', 'add', ',', 'soon', '.']","  (0, 278)	0.5604878894812788
  (0, 804)	0.4996822536776252
  (0, 143)	0.4920781446086979
  (0, 1016)	0.4404884455952645",6,6,6,6,1,3.6666666666666665,3.0,27,2,0,1
4556,DVAX rocket time hold on  long 2.99,"['dvax', 'rocket', 'time', 'hold', 'on', 'long', '2.99']","  (0, 400)	0.5259826973275668
  (0, 126)	0.530420983838703
  (0, 659)	0.3177453216880547
  (0, 569)	0.42052593715481495
  (0, 1090)	0.345062056571276
  (0, 783)	0.21242364712013653",7,7,7,7,1,4.0,4.0,35,1,0,1
4557,AMZN- Bearish set up ahead of earnings. TCT members I will be writing a note this evening re: trade  ,"['amzn', '-', 'bearish', 'set', 'ahead', 'earnings', '.', 'tct', 'member', 'writing', 'note', 'evening', ':', 'trade']","  (0, 153)	0.4537016855824135
  (0, 768)	0.43362483771498056
  (0, 212)	0.3781793632083934
  (0, 404)	0.33090052112984975
  (0, 977)	0.390539877894093
  (0, 170)	0.3296818106528777
  (0, 1101)	0.30397039736581033",19,14,19,14,7,4.2631578947368425,4.428571428571429,101,3,0,-1
4558,AAP Follow the downtrend.,"['aap', 'follow', 'downtrend', '.']","  (0, 481)	0.6406566198382327
  (0, 395)	0.7086682736947798
  (0, 128)	0.29554758215202953",4,4,4,4,1,5.5,4.75,25,1,0,-1
4559,AAP people be realistic. Market undecided what to do with apple. Earnings will lift that cloud. If GOOD we might EAY see a reversal.,"['aap', 'people', 'realistic', '.', 'market', 'undecided', 'apple', '.', 'earnings', 'lift', 'cloud', '.', 'good', 'might', 'eay', 'see', 'reversal', '.']","  (0, 931)	0.3831529269250519
  (0, 703)	0.3559107998193399
  (0, 840)	0.3573876723369575
  (0, 299)	0.4201778464582481
  (0, 404)	0.2979809877965852
  (0, 521)	0.25250802665338773
  (0, 181)	0.3283493051900105
  (0, 688)	0.24164648875650305
  (0, 128)	0.17190291264480073
  (0, 958)	0.27191191667985376",24,18,24,15,10,4.541666666666667,4.555555555555555,132,4,0,-1
4560,SWHC yes! close over 9.,"['swhc', 'yes', '!', 'close', 'over', '9', '.']","  (0, 1215)	0.5983087197294149
  (0, 1060)	0.5939311868857184
  (0, 295)	0.41400939911138157
  (0, 823)	0.3433200235752395",5,7,5,7,1,3.8,2.7142857142857144,23,2,0,1
4561,"Electricity Use Falls To Lowest In Five Months Due To Lockdown
https://t.co/rKxydbrP2o","['electricity', 'use', 'fall', 'lowest', 'five', 'month', 'due', 'lockdown', 'https://t.co/rkxydbrp2o']","  (0, 657)	0.4019583417962572
  (0, 656)	0.4019583417962572
  (0, 655)	0.3363721627803105
  (0, 578)	0.1732499704025184
  (0, 577)	0.17300893353877048
  (0, 450)	0.3182000166196298
  (0, 303)	0.17181925601593415
  (0, 1132)	0.38861776983536295
  (0, 718)	0.2995870882645835
  (0, 398)	0.36361491429442566",12,9,11,9,3,6.25,7.444444444444445,86,5,0,1
4562,AAP #4 is not used in S. Korea because it means DEATH.  so 444 is kinda like 666 in korean,"['aap', '#', '4', 'not', 'used', '.', 'korea', 'mean', 'death', '.', '444', 'kind', 'like', '666', 'korean']","  (0, 133)	0.6004387340248529
  (0, 766)	0.33252401336766796
  (0, 699)	0.5759167749724026
  (0, 643)	0.36230807988206926
  (0, 128)	0.25681477911920547",20,15,18,14,8,3.5,3.2,90,3,2,-1
4563,"Sensex, Nifty Trim Losses As Markets Resume Trading After 45-Minute Halt
https://t.co/R98oX7Bd5U","['sensex', ',', 'nifty', 'trim', 'loss', 'market', 'resume', 'trading', '45', '-', 'minute', 'halt', 'https://t.co/r98ox7bd5u']","  (0, 970)	0.3134499515910706
  (0, 756)	0.28116152077248446
  (0, 968)	0.27642696161205005
  (0, 578)	0.17931855993972723
  (0, 577)	0.17906908005122135
  (0, 303)	0.17783773057570898
  (0, 669)	0.31521179964239565
  (0, 1106)	0.31521179964239565
  (0, 707)	0.35142722272407156
  (0, 67)	0.3407083240717241
  (0, 925)	0.3982800253134858
  (0, 688)	0.2313247314884404",12,13,12,13,2,7.083333333333333,5.769230769230769,96,7,0,-1
4564,"SWI SolarWinds, this is Houston, you have cleared the tower, proceed to space  ","['swi', 'solarwinds', ',', 'houston', ',', 'cleared', 'tower', ',', 'proceed', 'space']","  (0, 1020)	1.0",13,10,13,8,6,5.0,4.7,79,3,0,1
4565,BAC breaking out I suggest you ONG some if we hold above 12.20 at the close.,"['bac', 'breaking', 'out', 'suggest', 'ong', 'hold', '12.20', 'close', '.']","  (0, 25)	0.3229180747704458
  (0, 295)	0.31359386256876337
  (0, 244)	0.395126255525863
  (0, 243)	0.35983451970744307
  (0, 821)	0.2687013412486444
  (0, 569)	0.3680544802547107
  (0, 198)	0.296032158934054
  (0, 800)	0.31272811615006674
  (0, 14)	0.3444978112970589",16,9,16,9,9,3.8125,4.333333333333333,76,2,0,1
4566,Heard on the Street: Investors are right to be nervous about the insurance sector https://t.co/YnMR7Aorrt,"['heard', 'on', 'street', ':', 'investor', 'right', 'nervous', 'insurance', 'sector', 'https://t.co/ynmr7aorrt']","  (0, 553)	0.34165657181910913
  (0, 795)	0.34165657181910913
  (0, 552)	0.34165657181910913
  (0, 578)	0.1734892020340007
  (0, 577)	0.1732478323353205
  (0, 551)	0.3383971459680054
  (0, 933)	0.3032601979260223
  (0, 1051)	0.30947085248721906
  (0, 303)	0.1720565120503292
  (0, 603)	0.30672346672363227
  (0, 957)	0.37523301502857503
  (0, 783)	0.15154180161674569",15,10,14,10,7,6.066666666666666,7.2,105,6,0,-1
4567,There goes IFE short....,"['go', 'ife', 'short', '...']","  (0, 515)	0.7925192488890153
  (0, 987)	0.6098468989347992",4,4,4,4,1,5.25,3.25,24,4,0,-1
4568,"user: AAP music service is delayed? maybe buying P? waste of money, nothing proprietary it is just an App, no value IMHO","['user', ':', 'aap', 'music', 'service', 'delayed', '?', 'maybe', 'buying', 'p', '?', 'waste', 'money', ',', 'nothing', 'proprietary', 'app', ',', 'no', 'value', 'imho']","  (0, 1139)	0.3261869608767541
  (0, 180)	0.33861013922116795
  (0, 769)	0.351891901076738
  (0, 717)	0.28360159117253836
  (0, 697)	0.3177230833677281
  (0, 764)	0.2390422704601742
  (0, 259)	0.27083460408916066
  (0, 582)	0.31182936934037037
  (0, 975)	0.36189361870129805
  (0, 1134)	0.2543157416066897
  (0, 128)	0.1480577037716379
  (0, 1133)	0.16865584233285238",22,21,21,19,7,4.5,4.0476190476190474,120,5,0,1
4569,"HPQ Trading at a Multiple, oad the Freaking BOAT IMO!","['hpq', 'trading', 'multiple', ',', 'oad', 'freaking', 'boat', 'going', '!']","  (0, 576)	0.6670642487066699
  (0, 1106)	0.5832076772133464
  (0, 518)	0.4635667086157279",10,9,10,9,3,4.4,4.444444444444445,53,2,0,1
4570,"I like F and I like INTC, but I just sold them both to triple my PGH in one of my retirement accounts.","['like', 'f', 'like', 'intc', ',', 'sold', 'triple', 'pgh', 'one', 'retirement', 'account', '.']","  (0, 137)	0.48111325082863377
  (0, 1012)	0.3925895325395161
  (0, 799)	0.3131487630227993
  (0, 597)	0.46293319684457324
  (0, 643)	0.549576388042702",23,12,19,11,13,3.4782608695652173,4.0,102,2,0,1
4571,Watch 19.50 for EXP ahead of an expected earnings beat next week  ,"['watch', '19.50', 'exp', 'ahead', 'expected', 'earnings', 'beat', 'next', 'week']","  (0, 213)	0.35230340349449996
  (0, 153)	0.39577448514032454
  (0, 443)	0.3835316937605544
  (0, 749)	0.3573446542881277
  (0, 747)	0.25937882974548576
  (0, 1176)	0.2597034123024795
  (0, 404)	0.28865218610487736
  (0, 22)	0.32368104089286603
  (0, 73)	0.24190756437528194
  (0, 1164)	0.2512391222932381",12,9,12,9,3,4.416666666666667,5.111111111111111,66,1,0,1
4572,RT @PaulPage: The 8.7% drop in U.S. retail sales in March was the largest on record.  https://t.co/y03aCdeqAG via @WSJ,"['rt', '@paulpage', ':', '8.7', '%', 'drop', '.', '.', 'retail', 'sale', 'march', 'largest', 'on', 'record', '.', 'https://t.co/y03acdeqag', 'via', '@wsj']","  (0, 938)	0.25667295911903526
  (0, 578)	0.15921089206104574
  (0, 577)	0.1589893872953725
  (0, 916)	0.32189033209905243
  (0, 303)	0.15789611369055928
  (0, 1208)	0.3571266515227231
  (0, 926)	0.3649629419183378
  (0, 396)	0.29042131095183077
  (0, 1141)	0.3183830613117622
  (0, 685)	0.28230647047137347
  (0, 629)	0.35033854802094694
  (0, 944)	0.29449030307099633
  (0, 783)	0.13906978150266455",19,18,18,16,6,5.2105263157894735,4.611111111111111,118,13,0,-1
4573,AAP Gonzo!,"['aap', 'gonzo', '!']","  (0, 128)	1.0",2,3,2,3,0,4.5,3.0,10,1,0,1
4574,"AAP Gap bottom 437.72, gap top 441.34 and now firmly above resistance cloud.  ","['aap', 'gap', 'bottom', '437.72', ',', 'gap', 'top', '441.34', 'firmly', 'resistance', 'cloud', '.']","  (0, 101)	0.3670128314501426
  (0, 498)	0.5483977125067442
  (0, 299)	0.38664307335106074
  (0, 1099)	0.30386349032127175
  (0, 235)	0.3065487440552598
  (0, 922)	0.2818399677008303
  (0, 48)	0.35257314605823
  (0, 128)	0.1581831860561671",13,12,13,11,3,4.923076923076923,4.416666666666667,78,4,0,1
4575,NBS A Steal  this level.,"['nb', 'steal', 'level', '.']","  (0, 641)	1.0",5,4,5,4,2,3.8,3.25,24,1,0,1
4576,Walmart to check worker temperatures amid coronavirus crisis  https://t.co/4uUurciDGy,"['walmart', 'check', 'worker', 'temperature', 'amid', 'coronavirus', 'crisis', 'https://t.co/4uuurcidgy']","  (0, 169)	0.3640100340511018
  (0, 343)	0.36784994453676223
  (0, 342)	0.36784994453676223
  (0, 168)	0.3070853507230857
  (0, 167)	0.26534181861985556
  (0, 322)	0.3228206792061751
  (0, 321)	0.23196819088114456
  (0, 578)	0.16227957782859578
  (0, 577)	0.16205380370350206
  (0, 341)	0.30237164078231515
  (0, 303)	0.16093945796532097
  (0, 289)	0.3228206792061751",9,8,9,8,1,8.444444444444445,9.125,85,5,0,1
4577,FS Nice Breakout w volume. Next resistance lies at 33.38  ,"['f', 'nice', 'breakout', 'w', 'volume', '.', 'next', 'resistance', 'lie', '33.38']","  (0, 47)	0.47867937066767896
  (0, 53)	0.4529743713844972
  (0, 747)	0.33039087136613116
  (0, 245)	0.3495885959167655
  (0, 753)	0.32521679237701495
  (0, 922)	0.3779247246386743
  (0, 1152)	0.2927744953913768",10,10,10,10,1,4.7,4.3,58,2,0,1
4578,BAC up trending doesn't appear to slow down as of yet. It's prudent to take some profit at time.  ,"['bac', 'trending', 'not', 'appear', 'slow', 'yet', '.', 'prudent', 'take', 'profit', 'time', '.']","  (0, 1217)	0.46557026167415877
  (0, 1006)	0.49032250376791553
  (0, 886)	0.366815310199325
  (0, 1065)	0.3706961913702395
  (0, 766)	0.26712009769281725
  (0, 198)	0.31266603074759225
  (0, 1090)	0.3189762409263659",19,12,18,11,10,4.105263157894737,4.166666666666667,98,4,0,1
4579,"RT @telisdemos: Luckin Coffee chairman had a half-billion dollar margin loan, global banks stand to lost $100m https://t.co/HdwRjLaCP8","['rt', '@telisdemos', ':', 'luckin', 'coffee', 'chairman', 'half-billion', 'dollar', 'margin', 'loan', ',', 'global', 'bank', 'stand', 'lost', '$', '100m', 'https://t.co/hdwrjlacp8']","  (0, 938)	0.26294533214018023
  (0, 654)	0.34727908118535594
  (0, 578)	0.16310156331626355
  (0, 577)	0.16287464559037418
  (0, 686)	0.3499503095547795
  (0, 538)	0.34473820966921764
  (0, 303)	0.16175465542029793
  (0, 670)	0.365853833310128
  (0, 226)	0.31964526949945793
  (0, 204)	0.26895043686547115
  (0, 389)	0.31250017319633355
  (0, 510)	0.2892052551939905",18,18,18,18,3,6.5,6.111111111111111,134,10,0,-1
4580,"user: AAP wonder how many jumped on the short side with that 52 wk low,  hardly ever smart to go short on lows or long on highs","['user', ':', 'aap', 'wonder', 'many', 'jumped', 'on', 'short', 'side', '52', 'wk', 'low', ',', 'hardly', 'ever', 'smart', 'go', 'short', 'on', 'low', 'long', 'on', 'high']","  (0, 790)	0.2595107505128557
  (0, 1011)	0.2595107505128557
  (0, 1193)	0.2595107505128557
  (0, 998)	0.23156229403667633
  (0, 988)	0.253938673547689
  (0, 794)	0.253938673547689
  (0, 435)	0.23928234642931312
  (0, 683)	0.21016145365194125
  (0, 1191)	0.25144479164976974
  (0, 78)	0.21173330783278974
  (0, 561)	0.15453403965045703
  (0, 515)	0.1656552766014405
  (0, 673)	0.35077351782687444
  (0, 659)	0.1479161727629411
  (0, 987)	0.2549448656778868
  (0, 1134)	0.17845189511120815
  (0, 128)	0.10389124030208147
  (0, 1133)	0.11834483581602621
  (0, 783)	0.29666110631712306",27,23,24,19,9,3.7037037037037037,3.4782608695652173,127,2,1,1
4581,"I get devices shtick, but still don't think DE deal helps MSFT at all in short- or medium-term.   via user","['get', 'device', 'shtick', ',', 'still', 'not', 'think', 'de', 'deal', 'help', 'msft', 'short', '-', 'medium-term', '.', 'via', 'user']","  (0, 559)	0.31377968928891925
  (0, 368)	0.28964849627892586
  (0, 700)	0.33763909286811405
  (0, 1142)	0.33763909286811405
  (0, 1141)	0.30100964895093146
  (0, 370)	0.32049683033962
  (0, 1080)	0.24663298933392033
  (0, 505)	0.23203761684958307
  (0, 766)	0.17885694561330326
  (0, 729)	0.29642891752695916
  (0, 1040)	0.21154387923838425
  (0, 1075)	0.25210038958412595
  (0, 987)	0.16948846738521578
  (0, 1133)	0.1573523341376555",20,17,20,17,7,4.25,4.0,106,5,0,-1
4582,"Sensex, Nifty Likely To Open Lower As Markets Resume Trading After Holiday
https://t.co/NwtpXVftK4","['sensex', ',', 'nifty', 'likely', 'open', 'lower', 'market', 'resume', 'trading', 'holiday', 'https://t.co/nwtpxvftk4']","  (0, 971)	0.34178757461223785
  (0, 647)	0.34592994206112854
  (0, 757)	0.34178757461223785
  (0, 970)	0.26062930255445194
  (0, 756)	0.2337819185873794
  (0, 968)	0.22984519808184664
  (0, 578)	0.14910090422706954
  (0, 577)	0.1488934651478398
  (0, 646)	0.2788624887631026
  (0, 303)	0.14786961507743923
  (0, 1106)	0.26209425485861704
  (0, 674)	0.23587949104095637
  (0, 925)	0.33116433641771975
  (0, 688)	0.19234331709223848
  (0, 807)	0.2371838793030036",13,11,13,11,3,6.615384615384615,6.909090909090909,98,6,0,-1
4583,GOOG will add to this short position when breaks 3/18 lows on volume (winning trade)  ,"['goog', 'add', 'short', 'position', 'break', '3/18', 'low', 'on', 'volume', '(', 'winning', 'trade', ')']","  (0, 989)	0.3953021719253439
  (0, 143)	0.3569182028394874
  (0, 796)	0.3569182028394874
  (0, 21)	0.3284192325736077
  (0, 864)	0.2812541071731592
  (0, 673)	0.28078170706022704
  (0, 1152)	0.22957317268491276
  (0, 523)	0.2526498253359548
  (0, 241)	0.26413392167977007
  (0, 987)	0.20407428426968033
  (0, 1101)	0.2648439758945703
  (0, 783)	0.15831109935957569",15,13,15,13,5,4.666666666666667,4.153846153846154,86,3,0,-1
4584,VNG - Huge  news from patent attorney Dan avicher  ,"['vng', '-', 'huge', 'news', 'patent', 'attorney', 'dan', 'avicher']","  (0, 746)	0.5424121299263892
  (0, 579)	0.5692198420122313
  (0, 1148)	0.617881746589336",9,8,9,8,1,4.444444444444445,4.5,51,1,0,1
4585,QCOM introduces StreamBoost:  average home connects up to seven devices to the Internet,"['qcom', 'introduces', 'streamboost', ':', 'average', 'home', 'connects', 'seven', 'device', 'internet']","  (0, 572)	0.6055219102978046
  (0, 896)	0.6139592834720895
  (0, 192)	0.5063568054126812",13,10,12,10,4,5.6923076923076925,6.4,87,1,0,1
4586,CEG keep it on you watch list.,"['ceg', 'keep', 'on', 'watch', 'list', '.']","  (0, 278)	0.44465251709928566
  (0, 798)	0.4323635772361387
  (0, 797)	0.3923285996493557
  (0, 618)	0.3536051412569887
  (0, 1167)	0.3446192542725935
  (0, 652)	0.3351289201285035
  (0, 1164)	0.2744660146999062
  (0, 783)	0.17315349648070968",7,6,7,6,3,3.4285714285714284,3.1666666666666665,30,1,0,1
4587,short FCX needs to retest 30 level,"['short', 'fcx', 'need', 'retest', '30', 'level']","  (0, 927)	0.508432944995094
  (0, 736)	0.385867399538954
  (0, 641)	0.3941902855502346
  (0, 42)	0.3728648680902503
  (0, 455)	0.4764387565695638
  (0, 987)	0.26682243267194333",7,6,7,6,1,4.0,4.166666666666667,34,0,1,-1
4588,BAC I told last week for peoples that are not in the trade..Next Entry 11.65 On HIGH Volume IMO !,"['bac', 'told', 'last', 'week', 'people', 'not', 'trade', '..', 'next', 'entry', '11.65', 'on', 'high', 'volume', 'going', '!']","  (0, 790)	0.32164272688860257
  (0, 562)	0.31473658513544767
  (0, 631)	0.279122740254445
  (0, 1094)	0.32554094455654253
  (0, 840)	0.2677032511565729
  (0, 630)	0.22117678766130536
  (0, 747)	0.20056830699268507
  (0, 1176)	0.2008192949935156
  (0, 561)	0.19153252731170434
  (0, 13)	0.22000288886160588
  (0, 766)	0.16672484164052717
  (0, 93)	0.2736856232550582
  (0, 518)	0.19604870292831886
  (0, 198)	0.19515264823956466
  (0, 425)	0.2439304470134413
  (0, 1152)	0.1777327703652339
  (0, 1101)	0.205038999112019
  (0, 783)	0.12256253611723651",20,16,20,16,8,3.9,3.9375,97,4,0,1
4589,AAP ow risk with a tight stop here however would like to see this one get some follow through (today) to better confirm.,"['aap', 'ow', 'risk', 'tight', 'stop', 'however', 'would', 'like', 'see', 'one', 'get', 'follow', '(', 'today', ')', 'better', 'confirm', '.']","  (0, 828)	0.31293912266562135
  (0, 1088)	0.29179497952964006
  (0, 1202)	0.31604291816699553
  (0, 645)	0.31293912266562135
  (0, 1201)	0.3073083844217149
  (0, 936)	0.2788529711299647
  (0, 799)	0.20787716479210408
  (0, 221)	0.2645266322381492
  (0, 505)	0.21719595598576774
  (0, 1045)	0.19232749452829098
  (0, 481)	0.2802812558915566
  (0, 1092)	0.1722749485817272
  (0, 643)	0.1824123146459377
  (0, 1200)	0.2224946839315617
  (0, 128)	0.1292992922202228
  (0, 958)	0.20452252862984083",23,18,22,18,8,4.260869565217392,3.888888888888889,120,3,0,1
4590,ZNGA in at 3.71 1/2pos size will scale in rest if it starts to run over 3.80,"['znga', '3.71', '1/2', 'po', 'size', 'scale', 'rest', 'start', 'run', 'over', '3.80']","  (0, 923)	0.37628952945195837
  (0, 108)	0.3245851620249832
  (0, 1003)	0.3888810528241434
  (0, 1221)	0.31920700814356784
  (0, 1033)	0.3040091146321401
  (0, 854)	0.35340998238335175
  (0, 939)	0.3072344442441498
  (0, 100)	0.37628952945195837
  (0, 823)	0.2159215232246444",17,11,16,11,8,3.5294117647058822,3.8181818181818183,76,3,0,1
4591,"BAC No selling Target, Will sellwillit stop to move up. Will Just raise my Stop Step by Step till it will be triggered !","['bac', 'no', 'selling', 'target', ',', 'sellwillit', 'stop', 'move', '.', 'raise', 'stop', 'step', 'step', 'till', 'triggered', '!']","  (0, 1089)	0.2911108403158857
  (0, 966)	0.2621860699440398
  (0, 1039)	0.5946854100734136
  (0, 901)	0.30458928422694276
  (0, 764)	0.20690932026756112
  (0, 1116)	0.2973427050367068
  (0, 725)	0.1974313885159461
  (0, 1069)	0.21634867008432587
  (0, 1045)	0.3812515171414503
  (0, 198)	0.19422874083006778",24,16,22,14,10,4.041666666666667,4.3125,120,3,0,1
